
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
BNB/USDT   LONG   2025-10-18   $1085.96   $1075.10     193.5304   $-2310.25    stop_loss
BNB/USDT   LONG   2025-10-19   $1070.57   $1091.98     194.3494   $3950.11     take_profit
BNB/USDT   LONG   2025-10-19   $1088.20   $1109.96     195.0248   $4029.11     take_profit
BNB/USDT   LONG   2025-10-19   $1101.80   $1123.84     196.4698   $4109.69     take_profit
BNB/USDT   LONG   2025-10-19   $1122.60   $1111.37     196.6862   $-2427.14    stop_loss
BNB/USDT   LONG   2025-10-19   $1107.60   $1096.52     197.3563   $-2402.87    stop_loss
BNB/USDT   LONG   2025-10-20   $1092.06   $1113.90     198.1631   $4108.47     take_profit
BNB/USDT   LONG   2025-10-20   $1116.11   $1138.43     197.7709   $4190.64     take_profit
BNB/USDT   LONG   2025-10-20   $1123.75   $1112.51     200.3549   $-2474.95    stop_loss
BNB/USDT   LONG   2025-10-20   $1107.57   $1096.49     201.2489   $-2450.20    stop_loss

BNB/USDT   LONG   2025-10-20   $1091.82   $1080.90     202.1105   $-2425.70    stop_loss
BNB/USDT   LONG   2025-10-21   $1068.44   $1089.81     204.4678   $4147.49     take_profit
BNB/USDT   LONG   2025-10-21   $1083.50   $1105.17     205.6584   $4230.44     take_profit
BNB/USDT   LONG   2025-10-21   $1103.81   $1092.77     205.9118   $-2498.46    stop_loss
BNB/USDT   LONG   2025-10-21   $1092.05   $1081.13     206.0479   $-2473.47    stop_loss
BNB/USDT   LONG   2025-10-21   $1083.91   $1073.07     205.5193   $-2448.74    stop_loss
BNB/USDT   LONG   2025-10-21   $1073.33   $1062.60     205.4697   $-2424.25    stop_loss
BNB/USDT   LONG   2025-10-21   $1063.05   $1084.31     205.3821   $4145.02     take_profit
BNB/USDT   LONG   2025-10-23   $1089.52   $1111.31     204.4002   $4227.92     take_profit
BNB/USDT   LONG   2025-10-23   $1109.98   $1098.88     204.6452   $-2496.97    stop_loss
BNB/USDT   LONG   2025-10-23   $1098.50   $1087.52     204.7160   $-2472.00    stop_loss
BNB/USDT   LONG   2025-10-23   $1079.91   $1101.51     206.1576   $4226.66     take_profit
BNB/USDT   LONG   2025-10-23   $1122.21   $1144.65     202.3546   $4311.20     take_profit
BNB/USDT   LONG   2025-10-23   $1123.68   $1146.15     206.1317   $4397.42     take_profit
BNB/USDT   LONG   2025-10-23   $1134.05   $1122.71     208.3317   $-2597.07    stop_loss
BNB/USDT   LONG   2025-10-23   $1117.36   $1139.71     209.3291   $4440.51     take_profit
BNB/USDT   LONG   2025-10-24   $1135.85   $1124.49     210.0400   $-2622.52    stop_loss
BNB/USDT   LONG   2025-10-24   $1122.78   $1111.55     210.3601   $-2596.30    stop_loss
BNB/USDT   LONG   2025-10-24   $1103.47   $1125.54     211.9009   $4439.19     take_profit
BNB/USDT   LONG   2025-10-26   $1127.54   $1150.09     211.5249   $4527.98     take_profit

BNB/USDT   LONG   2025-10-27   $1150.18   $1138.68     211.5085   $-2674.18    stop_loss
BNB/USDT   LONG   2025-10-27   $1143.66   $1166.53     210.5872   $4572.35     take_profit
BNB/USDT   LONG   2025-10-27   $1169.09   $1157.40     210.1266   $-2700.38    stop_loss
BNB/USDT   LONG   2025-10-27   $1152.13   $1140.61     211.0876   $-2673.38    stop_loss
BNB/USDT   LONG   2025-10-27   $1145.78   $1134.32     210.1349   $-2646.65    stop_loss
BNB/USDT   LONG   2025-10-27   $1134.59   $1123.24     210.0853   $-2620.18    stop_loss
BNB/USDT   LONG   2025-10-28   $1122.33   $1144.78     210.2564   $4480.02     take_profit
BNB/USDT   LONG   2025-10-28   $1143.14   $1131.71     210.5574   $-2645.86    stop_loss
BNB/USDT   LONG   2025-10-28   $1133.04   $1121.71     210.3100   $-2619.40    stop_loss
BNB/USDT   LONG   2025-10-28   $1099.92   $1088.92     214.4763   $-2593.20    stop_loss
BNB/USDT   LONG   2025-10-28   $1091.15   $1112.97     214.0381   $4433.90     take_profit
BNB/USDT   LONG   2025-10-29   $1110.23   $1099.13     214.5669   $-2618.62    stop_loss
BNB/USDT   LONG   2025-10-29   $1096.02   $1085.06     215.1753   $-2592.43    stop_loss
BNB/USDT   LONG   2025-10-29   $1090.83   $1112.65     214.0371   $4432.58     take_profit
BNB/USDT   LONG   2025-10-29   $1113.67   $1102.53     213.8404   $-2617.84    stop_loss
BNB/USDT   LONG   2025-10-30   $1094.48   $1116.37     215.4139   $4476.02     take_profit
BNB/USDT   LONG   2025-10-30   $1117.54   $1106.36     215.1882   $-2643.49    stop_loss
BNB/USDT   LONG   2025-10-30   $1101.08   $1090.07     216.2210   $-2617.06    stop_loss
BNB/USDT   LONG   2025-10-30   $1085.46   $1074.61     217.1392   $-2590.89    stop_loss
BNB/USDT   LONG   2025-10-30   $1077.84   $1067.06     216.4875   $-2564.98    stop_loss

BNB/USDT   LONG   2025-10-30   $1065.30   $1054.65     216.8455   $-2539.33    stop_loss
BNB/USDT   LONG   2025-10-30   $1055.22   $1076.32     216.7278   $4341.78     take_profit
BNB/USDT   LONG   2025-10-31   $1081.80   $1103.44     215.6308   $4428.62     take_profit
BNB/USDT   LONG   2025-10-31   $1088.66   $1077.77     218.5575   $-2615.50    stop_loss
BNB/USDT   LONG   2025-10-31   $1078.17   $1067.39     218.4771   $-2589.34    stop_loss
BNB/USDT   LONG   2025-11-03   $1054.28   $1043.74     221.1935   $-2563.45    stop_loss
BNB/USDT   LONG   2025-11-03   $1037.45   $1027.08     222.5340   $-2537.82    stop_loss
BNB/USDT   LONG   2025-11-03   $1027.86   $1017.58     222.3641   $-2512.44    stop_loss
BNB/USDT   LONG   2025-11-03   $1016.98   $1006.81     222.4956   $-2487.31    stop_loss
BNB/USDT   LONG   2025-11-03   $986.93    $977.06      226.9775   $-2462.44    stop_loss
BNB/USDT   LONG   2025-11-03   $978.15    $997.71      226.7247   $4210.32     take_profit
BNB/USDT   LONG   2025-11-03   $1005.42   $995.37      224.9868   $-2486.57    stop_loss
BNB/USDT   LONG   2025-11-03   $996.40    $986.44      224.7532   $-2461.71    stop_loss
BNB/USDT   LONG   2025-11-03   $981.96    $1001.60     225.7777   $4209.06     take_profit
BNB/USDT   LONG   2025-11-04   $947.63    $966.58      238.6362   $4293.24     take_profit
BNB/USDT   LONG   2025-11-04   $958.04    $948.46      240.7640   $-2535.55    stop_loss
BNB/USDT   LONG   2025-11-04   $942.89    $961.75      242.1862   $4335.32     take_profit
BNB/USDT   LONG   2025-11-04   $955.73    $946.17      243.7111   $-2560.40    stop_loss
BNB/USDT   LONG   2025-11-04   $942.66    $961.51      244.6193   $4377.80     take_profit
BNB/USDT   LONG   2025-11-04   $962.03    $952.41      244.4879   $-2585.49    stop_loss

BNB/USDT   LONG   2025-11-04   $941.14    $931.73      247.4155   $-2559.63    stop_loss
BNB/USDT   LONG   2025-11-04   $913.62    $931.89      252.3195   $4376.50     take_profit
BNB/USDT   LONG   2025-11-04   $920.44    $911.24      255.4589   $-2584.72    stop_loss
BNB/USDT   LONG   2025-11-04   $912.47    $930.72      255.1133   $4419.39     take_profit
BNB/USDT   LONG   2025-11-04   $929.24    $919.95      255.5195   $-2610.05    stop_loss
BNB/USDT   LONG   2025-11-04   $899.67    $917.66      261.2786   $4462.70     take_profit
BNB/USDT   LONG   2025-11-04   $909.30    $900.21      263.6817   $-2635.63    stop_loss
BNB/USDT   LONG   2025-11-04   $889.75    $880.85      266.7807   $-2609.27    stop_loss
BNB/USDT   LONG   2025-11-04   $893.46    $911.33      263.0162   $4461.37     take_profit
BNB/USDT   LONG   2025-11-04   $919.05    $937.43      260.8066   $4550.60     take_profit
BNB/USDT   LONG   2025-11-05   $933.18    $923.85      261.9947   $-2687.54    stop_loss
BNB/USDT   LONG   2025-11-05   $924.35    $915.11      261.8525   $-2660.66    stop_loss
BNB/USDT   LONG   2025-11-05   $900.98    $919.00      265.9581   $4549.24     take_profit
BNB/USDT   LONG   2025-11-05   $920.28    $938.69      265.5881   $4640.23     take_profit
BNB/USDT   LONG   2025-11-05   $934.09    $952.77      266.8947   $4733.03     take_profit
BNB/USDT   LONG   2025-11-05   $945.90    $964.82      268.8337   $4827.69     take_profit
BNB/USDT   LONG   2025-11-05   $962.00    $952.38      269.6212   $-2851.19    stop_loss
BNB/USDT   LONG   2025-11-05   $958.88    $949.29      267.7935   $-2822.67    stop_loss
BNB/USDT   LONG   2025-11-06   $946.62    $937.15      268.5491   $-2794.45    stop_loss
BNB/USDT   LONG   2025-11-06   $930.84    $949.46      270.3707   $4777.99     take_profit

BNB/USDT   LONG   2025-11-06   $951.37    $970.40      269.8270   $4873.55     take_profit
BNB/USDT   LONG   2025-11-07   $960.74    $951.13      272.5393   $-2878.27    stop_loss
BNB/USDT   LONG   2025-11-07   $939.71    $930.31      275.8521   $-2849.49    stop_loss
BNB/USDT   LONG   2025-11-07   $929.96    $948.56      275.9568   $4872.10     take_profit
BNB/USDT   LONG   2025-11-07   $942.68    $961.53      277.6779   $4969.54     take_profit
BNB/USDT   LONG   2025-11-07   $966.60    $985.93      276.2224   $5068.93     take_profit
BNB/USDT   LONG   2025-11-07   $989.91    $980.01      275.1124   $-2993.66    stop_loss
BNB/USDT   LONG   2025-11-09   $983.41    $1003.08     274.1615   $5118.61     take_profit
BNB/USDT   LONG   2025-11-09   $998.27    $1018.24     275.4820   $5220.98     take_profit
BNB/USDT   LONG   2025-11-10   $1006.30   $996.24      278.7494   $-3083.46    stop_loss
BNB/USDT   LONG   2025-11-10   $996.71    $986.74      278.6171   $-3052.62    stop_loss
BNB/USDT   LONG   2025-11-10   $984.30    $1003.99     279.3086   $5219.42     take_profit
BNB/USDT   LONG   2025-11-11   $999.29    $989.30      280.6212   $-3082.54    stop_loss
BNB/USDT   LONG   2025-11-11   $982.50    $972.67      282.5626   $-3051.71    stop_loss
BNB/USDT   LONG   2025-11-11   $976.13    $966.37      281.5624   $-3021.20    stop_loss
BNB/USDT   LONG   2025-11-11   $961.69    $952.07      282.9323   $-2990.98    stop_loss
BNB/USDT   LONG   2025-11-12   $965.85    $956.19      278.8965   $-2961.07    stop_loss
BNB/USDT   LONG   2025-11-12   $940.90    $959.72      283.4291   $5062.89     take_profit
BNB/USDT   LONG   2025-11-13   $950.06    $969.06      286.3104   $5164.15     take_profit
BNB/USDT   LONG   2025-11-13   $961.39    $951.78      288.5949   $-3049.89    stop_loss

BNB/USDT   LONG   2025-11-13   $952.56    $943.03      288.3574   $-3019.40    stop_loss
BNB/USDT   LONG   2025-11-13   $919.74    $910.54      295.6607   $-2989.20    stop_loss
BNB/USDT   LONG   2025-11-13   $906.96    $925.10      296.8286   $5110.98     take_profit
BNB/USDT   LONG   2025-11-13   $922.32    $913.10      297.7230   $-3018.50    stop_loss
BNB/USDT   LONG   2025-11-14   $900.87    $918.89      301.7638   $5161.07     take_profit
BNB/USDT   LONG   2025-11-14   $922.16    $912.94      300.6929   $-3048.08    stop_loss
BNB/USDT   LONG   2025-11-14   $910.79    $901.68      301.4022   $-3017.60    stop_loss
BNB/USDT   LONG   2025-11-14   $899.06    $890.07      302.2812   $-2987.42    stop_loss
BNB/USDT   LONG   2025-11-14   $891.01    $908.83      301.9621   $5107.94     take_profit
BNB/USDT   LONG   2025-11-14   $899.61    $917.60      305.0569   $5210.10     take_profit
BNB/USDT   LONG   2025-11-14   $921.29    $912.08      303.8358   $-3077.03    stop_loss
BNB/USDT   LONG   2025-11-14   $910.75    $928.97      304.2786   $5261.16     take_profit
BNB/USDT   LONG   2025-11-15   $929.74    $948.33      304.0249   $5366.38     take_profit
BNB/USDT   LONG   2025-11-16   $931.79    $922.47      309.4232   $-3169.33    stop_loss
BNB/USDT   LONG   2025-11-16   $923.62    $914.38      309.0386   $-3137.64    stop_loss
BNB/USDT   LONG   2025-11-16   $913.42    $931.69      309.3647   $5364.78     take_profit
BNB/USDT   LONG   2025-11-17   $920.54    $938.95      313.1113   $5472.08     take_profit
BNB/USDT   LONG   2025-11-17   $935.31    $925.96      314.3301   $-3231.75    stop_loss
BNB/USDT   LONG   2025-11-17   $905.47    $923.58      321.4421   $5525.70     take_profit
BNB/USDT   LONG   2025-11-17   $914.59    $905.44      324.6015   $-3263.42    stop_loss

BNB/USDT   LONG   2025-11-17   $902.82    $920.88      325.5450   $5579.85     take_profit
BNB/USDT   LONG   2025-11-17   $906.30    $897.24      330.7809   $-3295.41    stop_loss
BNB/USDT   LONG   2025-11-17   $898.21    $916.17      330.4225   $5634.54     take_profit
BNB/USDT   LONG   2025-11-18   $914.20    $905.06      331.1361   $-3327.70    stop_loss
BNB/USDT   LONG   2025-11-18   $904.01    $894.97      331.5200   $-3294.42    stop_loss
BNB/USDT   LONG   2025-11-18   $893.81    $884.87      331.9502   $-3261.48    stop_loss
BNB/USDT   LONG   2025-11-18   $887.82    $905.58      330.8479   $5576.53     take_profit
BNB/USDT   LONG   2025-11-18   $904.50    $922.59      331.2416   $5688.06     take_profit
BNB/USDT   LONG   2025-11-18   $920.64    $911.43      331.9432   $-3359.31    stop_loss
BNB/USDT   LONG   2025-11-18   $918.70    $937.07      329.3177   $5743.80     take_profit
BNB/USDT   LONG   2025-11-18   $935.12    $925.77      330.0059   $-3392.23    stop_loss
BNB/USDT   LONG   2025-11-19   $931.81    $922.49      327.8663   $-3358.31    stop_loss
BNB/USDT   LONG   2025-11-19   $914.95    $933.25      330.5689   $5742.09     take_profit
BNB/USDT   LONG   2025-11-19   $921.57    $912.35      334.7582   $-3391.22    stop_loss
BNB/USDT   LONG   2025-11-19   $911.25    $902.14      335.1639   $-3357.31    stop_loss
BNB/USDT   LONG   2025-11-19   $894.73    $885.78      337.9387   $-3323.74    stop_loss
BNB/USDT   LONG   2025-11-19   $884.99    $876.14      338.2414   $-3290.50    stop_loss
BNB/USDT   LONG   2025-11-19   $874.33    $891.82      338.9417   $5626.15     take_profit
BNB/USDT   LONG   2025-11-19   $893.89    $911.77      338.1555   $5738.67     take_profit
BNB/USDT   LONG   2025-11-20   $906.72    $897.65      340.0380   $-3389.20    stop_loss

BNB/USDT   LONG   2025-11-20   $900.01    $891.01      339.1474   $-3355.31    stop_loss
BNB/USDT   LONG   2025-11-20   $892.11    $883.19      338.7292   $-3321.75    stop_loss
BNB/USDT   LONG   2025-11-20   $877.48    $868.71      340.9330   $-3288.54    stop_loss
BNB/USDT   LONG   2025-11-20   $869.10    $860.41      340.7781   $-3255.65    stop_loss
BNB/USDT   LONG   2025-11-21   $858.15    $849.57      341.6752   $-3223.10    stop_loss
BNB/USDT   LONG   2025-11-21   $823.84    $815.60      352.3457   $-3190.86    stop_loss
BNB/USDT   LONG   2025-11-21   $810.59    $802.48      354.5241   $-3158.96    stop_loss
BNB/USDT   LONG   2025-11-21   $794.68    $810.57      358.0057   $5401.23     take_profit
BNB/USDT   LONG   2025-11-21   $815.78    $832.10      355.7209   $5509.26     take_profit
BNB/USDT   LONG   2025-11-21   $832.56    $824.23      355.5225   $-3253.71    stop_loss
BNB/USDT   LONG   2025-11-21   $816.78    $833.12      358.7672   $5563.25     take_profit
BNB/USDT   LONG   2025-11-21   $818.90    $835.28      364.9951   $5674.51     take_profit
BNB/USDT   LONG   2025-11-22   $836.91    $828.54      364.2834   $-3351.31    stop_loss
BNB/USDT   LONG   2025-11-22   $827.27    $819.00      364.8430   $-3317.80    stop_loss
BNB/USDT   LONG   2025-11-22   $816.92    $833.26      365.7708   $5672.82     take_profit
BNB/USDT   LONG   2025-11-22   $831.56    $848.19      366.5178   $5786.28     take_profit
BNB/USDT   LONG   2025-11-23   $844.00    $835.56      368.3379   $-3417.32    stop_loss
BNB/USDT   LONG   2025-11-24   $832.71    $849.36      369.5986   $5842.98     take_profit
BNB/USDT   LONG   2025-11-24   $848.02    $864.98      370.1844   $5959.84     take_profit
BNB/USDT   LONG   2025-11-24   $862.86    $854.23      371.0941   $-3519.82    stop_loss

BNB/USDT   LONG   2025-11-25   $849.23    $840.74      373.2796   $-3484.63    stop_loss
BNB/USDT   LONG   2025-11-25   $837.75    $854.50      374.6108   $5958.07     take_profit
BNB/USDT   LONG   2025-11-25   $853.20    $870.26      375.1838   $6077.23     take_profit
BNB/USDT   LONG   2025-11-26   $871.97    $889.41      374.4498   $6198.77     take_profit
BNB/USDT   LONG   2025-11-26   $888.14    $905.90      374.9850   $6322.75     take_profit
BNB/USDT   LONG   2025-11-28   $889.58    $880.68      381.8655   $-3734.15    stop_loss
BNB/USDT   LONG   2025-11-28   $877.48    $868.71      383.2600   $-3696.81    stop_loss
BNB/USDT   LONG   2025-11-30   $890.63    $881.72      373.8252   $-3659.84    stop_loss
BNB/USDT   LONG   2025-12-01   $861.21    $852.60      382.7296   $-3623.24    stop_loss
BNB/USDT   LONG   2025-12-01   $855.21    $846.66      381.5606   $-3587.01    stop_loss
BNB/USDT   LONG   2025-12-01   $843.91    $835.47      382.8030   $-3551.14    stop_loss
BNB/USDT   LONG   2025-12-01   $835.43    $827.08      382.8217   $-3515.63    stop_loss
BNB/USDT   LONG   2025-12-01   $823.87    $815.63      384.3113   $-3480.47    stop_loss
BNB/USDT   LONG   2025-12-01   $811.85    $828.09      386.1013   $5950.97     take_profit
BNB/USDT   LONG   2025-12-02   $832.51    $849.16      384.0500   $6069.99     take_profit
BNB/USDT   LONG   2025-12-02   $865.98    $883.30      376.5906   $6191.39     take_profit
BNB/USDT   LONG   2025-12-03   $898.52    $889.53      370.2114   $-3656.57    stop_loss
BNB/USDT   LONG   2025-12-03   $888.20    $905.96      370.7678   $6252.06     take_profit
BNB/USDT   LONG   2025-12-03   $893.94    $911.82      375.7548   $6377.10     take_profit
BNB/USDT   LONG   2025-12-04   $891.32    $882.41      384.3965   $-3766.25    stop_loss

BNB/USDT   LONG   2025-12-07   $885.20    $902.90      383.1836   $6439.60     take_profit
BNB/USDT   LONG   2025-12-08   $896.56    $887.59      385.8949   $-3803.16    stop_loss
BNB/USDT   LONG   2025-12-09   $898.80    $916.78      381.0839   $6502.71     take_profit
BNB/USDT   LONG   2025-12-09   $906.67    $897.60      385.3316   $-3840.43    stop_loss
BNB/USDT   LONG   2025-12-09   $894.86    $885.91      386.5128   $-3802.03    stop_loss
BNB/USDT   LONG   2025-12-10   $899.60    $890.60      380.6315   $-3764.01    stop_loss
BNB/USDT   LONG   2025-12-11   $880.70    $871.89      384.9120   $-3726.37    stop_loss
BNB/USDT   LONG   2025-12-11   $867.73    $885.08      386.7586   $6371.40     take_profit
BNB/USDT   LONG   2025-12-12   $879.80    $871.00      389.0817   $-3762.89    stop_loss
BNB/USDT   LONG   2025-12-15   $863.70    $855.06      392.3711   $-3725.26    stop_loss
BNB/USDT   LONG   2025-12-15   $852.74    $844.21      393.4400   $-3688.01    stop_loss
BNB/USDT   LONG   2025-12-16   $867.91    $859.23      382.6975   $-3651.13    stop_loss
BNB/USDT   LONG   2025-12-17   $861.30    $852.69      381.7782   $-3614.61    stop_loss
BNB/USDT   LONG   2025-12-17   $843.71    $835.27      385.8403   $-3578.47    stop_loss
BNB/USDT   LONG   2025-12-18   $843.17    $834.74      382.2265   $-3542.68    stop_loss
BNB/USDT   LONG   2025-12-18   $833.59    $825.25      382.7530   $-3507.26    stop_loss
BNB/USDT   LONG   2025-12-18   $825.67    $842.18      382.5602   $5996.76     take_profit
BNB/USDT   LONG   2025-12-26   $825.00    $841.50      390.5283   $6116.70     take_profit
BNB/USDT   LONG   2025-12-29   $849.81    $866.81      386.7095   $6239.03     take_profit
BNB/USDT   LONG   2026-01-02   $884.85    $876.00      378.8237   $-3684.71    stop_loss

BNB/USDT   LONG   2026-01-06   $907.27    $898.20      365.7678   $-3647.86    stop_loss
BNB/USDT   LONG   2026-01-07   $907.52    $898.44      362.0104   $-3611.38    stop_loss
BNB/USDT   LONG   2026-01-08   $884.55    $875.70      367.6970   $-3575.27    stop_loss
BNB/USDT   LONG   2026-01-08   $880.93    $898.55      365.5159   $6113.05     take_profit
